0.7996608, 0.2975585, True
0.7998596, 0.2986916, False
0.8000256, 0.2997427, False
0.8000189, 0.2998837, False
0.7987803, 0.2993466, False
0.7976612, 0.2988632, False
0.79669, 0.2983718, False
0.7968616, 0.2984994, False
0.7970018, 0.2986213, False
0.7970781, 0.2990813, False
0.7959064, 0.2987069, False
0.7948951, 0.2981814, False
0.7929327, 0.297537, False
0.7930357, 0.2987027, False
0.7930986, 0.299669, False
0.7932014, 0.2977856, False
0.7932711, 0.2960543, False
0.793317, 0.2944449, False
0.7930386, 0.2951352, False
0.7927608, 0.2957375, False
0.7924845, 0.2962732, False
0.7925057, 0.2968926, False
0.7925025, 0.2974482, False
0.7924828, 0.2979563, False
0.7922696, 0.2998068, False
0.7920882, 0.3015223, False
0.8041451, 0.3388484, True
0.8021027, 0.3461813, True
0.8021177, 0.34625, False
0.8031721, 0.3502721, False
0.8027729, 0.3526196, False
0.8024287, 0.3549737, False
0.8021273, 0.3573394, False
0.80214, 0.357641, False
0.8009904, 0.3595302, False
0.7989349, 0.3630749, False
0.7989379, 0.3630812, False
0.7989391, 0.3647033, False
0.7989096, 0.3663509, False
0.7990114, 0.3681804, False
0.800539, 0.3685819, False
0.8019949, 0.3690763, False
0.8032497, 0.3693957, False
0.803206, 0.368958, False
0.8031994, 0.3686368, False
0.8032489, 0.3686769, False
0.8033006, 0.3665028, False
0.8032823, 0.3642395, False
0.8026564, 0.359513, False
0.8020812, 0.3550367, False
0.8014504, 0.3503946, False
0.8002103, 0.3461718, False
0.7990016, 0.3420244, False
0.7980053, 0.3384196, False
0.7972198, 0.3363495, False
0.7964519, 0.3342494, False
0.7958363, 0.3321768, False
0.7951239, 0.3308257, False
0.7942137, 0.3293226, False
0.7928874, 0.3263689, False
0.7919075, 0.3260658, False
0.7909577, 0.3256373, False
0.7900276, 0.3251081, False
0.7885398, 0.3251995, False
0.7871478, 0.3251295, False
0.7877532, 0.3254742, False
0.7882422, 0.3257059, False
0.7886388, 0.3258467, False
0.7906235, 0.325485, False
0.7925113, 0.3252175, False
0.7943264, 0.3250255, False
0.7942374, 0.3226529, False
0.7942206, 0.3204634, False
0.7942497, 0.318394, False
0.7946073, 0.3155881, False
0.7949371, 0.3128796, False
0.7952453, 0.3102452, False
0.7964824, 0.30812, False
0.7976487, 0.3060244, False
0.7987635, 0.3039565, False
0.7992175, 0.303538, False
0.7996528, 0.3029308, False
0.7982315, 0.3030928, False
0.7970046, 0.3031129, False
0.7959394, 0.30305, False
0.7963584, 0.3042643, False
0.7967386, 0.3053214, False
0.7970912, 0.3062655, False
0.7963545, 0.3093121, False
0.7956947, 0.3121239, False
0.7950956, 0.3147533, False
0.7961968, 0.3196164, False
0.7971592, 0.3241461, False
0.7980104, 0.3284082, False
0.7979651, 0.3323477, False
0.7979074, 0.3361115, False
0.797839, 0.3397361, False
0.7966053, 0.3423368, False
0.7954746, 0.3449686, False
0.7944261, 0.3476223, False
0.7935621, 0.350179, False
0.7927536, 0.3527887, False
0.7936001, 0.355559, False
0.7943621, 0.3583537, False
0.7950572, 0.3611674, False
0.7962655, 0.3636295, False
0.7962598, 0.3633924, False
0.7973952, 0.3658603, False
0.7985032, 0.3690284, False
0.7971678, 0.3707565, False
0.7959758, 0.3726061, False
0.794899, 0.3739456, False
0.795794, 0.3734376, False
0.7966368, 0.3730667, False
0.7974797, 0.3729411, False
0.7983353, 0.372157, False
0.7991469, 0.371517, False
0.7998418, 0.3709257, False
0.8003661, 0.3723084, False
0.8009435, 0.3739552, False
0.7997584, 0.3744707, False
0.7986926, 0.3749995, False
0.7977765, 0.3751996, False
0.797356, 0.3746406, False
0.7969583, 0.3741353, False
0.7966355, 0.3740129, False
0.795642, 0.3743951, False
0.7947074, 0.3747794, False
0.7936936, 0.375169, False
0.7906087, 0.3749827, False
0.7877011, 0.3748368, False
0.7848724, 0.3743726, False
0.7811298, 0.3749796, False
0.7775518, 0.3755482, False
0.7739792, 0.3763882, False
0.7691014, 0.3769255, False
0.7643441, 0.3773093, False
0.7599967, 0.3769241, False
0.7557732, 0.3765745, False
0.7516595, 0.3759563, False
0.748858, 0.3768653, False
0.7460466, 0.3777027, False
0.7433205, 0.3788825, False
0.7389064, 0.378762, False
0.7345971, 0.3787018, False
0.7304147, 0.3784873, False
0.7299401, 0.378977, False
0.7292625, 0.3794428, False
0.7283051, 0.3799803, False
0.7235454, 0.3795639, False
0.7210966, 0.3793995, False
0.7186536, 0.3792639, False
0.7186223, 0.3780484, False
0.718395, 0.3769484, False
0.716814, 0.3780695, False
0.7152024, 0.3791002, False
0.7135689, 0.3800611, False
0.7134702, 0.3796025, False
0.7132371, 0.3792112, False
0.7128983, 0.3788733, False
0.7126411, 0.3795335, False
0.7123087, 0.3801504, False
0.7119174, 0.3807335, False
0.7118526, 0.3796555, False
0.7117194, 0.3786875, False
0.7115316, 0.3778047, False
0.7107538, 0.3779305, False
