0.5996745, 0.5228018, True
0.6000528, 0.5249647, False
0.6004604, 0.5281305, False
0.6008368, 0.5311691, False
0.6011872, 0.5341058, False
0.6005009, 0.5356243, False
0.5999073, 0.5371729, False
0.5993848, 0.5387403, False
0.6007415, 0.5416607, False
0.6019983, 0.5445209, False
0.6031743, 0.5473318, False
0.6027321, 0.5468645, False
0.6028728, 0.5489744, False
0.6030185, 0.5510781, False
0.6035695, 0.5537117, False
0.6030914, 0.555572, False
0.6026682, 0.557444, False
0.6026422, 0.5596992, False
0.6025969, 0.5616385, False
0.6025072, 0.5634181, False
0.6026228, 0.5668434, False
0.6027343, 0.5701664, False
0.603022, 0.5736847, False
0.6036351, 0.5753782, False
0.6042109, 0.5771342, False
0.6044906, 0.5784626, False
0.6051855, 0.5798488, False
0.6058418, 0.5812654, False
0.6064293, 0.5827516, False
0.6057531, 0.5854023, False
0.6051564, 0.5879892, False
0.6043746, 0.5904036, False
0.6024145, 0.5927913, False
0.6005821, 0.5951587, False
0.5993969, 0.5979728, False
0.600167, 0.6008027, False
0.6007299, 0.6034821, False
0.6009777, 0.6041834, False
0.6011773, 0.6049669, False
0.6012842, 0.6058749, False
0.6012724, 0.6064426, False
0.6012416, 0.6070793, False
0.601431, 0.6078548, False
0.6027948, 0.6079165, False
0.6040871, 0.6080607, False
0.6048929, 0.6078849, False
0.6047035, 0.6078783, False
0.6045405, 0.6079113, False
0.6046177, 0.6080487, False
0.6046714, 0.6080579, False
0.6047398, 0.608094, False
0.6047444, 0.6080189, False
0.6046966, 0.6079807, False
0.6046587, 0.6079572, False
0.6047005, 0.6080155, False
0.6048115, 0.6079065, False
0.6048144, 0.6078923, False
0.6033032, 0.6065702, False
0.60256, 0.605907, False
0.6018288, 0.6052456, False
0.6021689, 0.605163, False
0.6024478, 0.6050503, False
0.6026792, 0.6049136, False
0.603264, 0.6050549, False
0.6037762, 0.6051323, False
0.6101797, 0.556586, True
0.6085547, 0.5583916, False
0.6054604, 0.56139, False
0.6043054, 0.5619347, False
0.6043369, 0.5621939, False
0.6030563, 0.5625383, False
0.6017792, 0.5629342, False
0.600511, 0.5633393, False
0.5991654, 0.5639142, False
0.5977578, 0.5647573, False
0.5963594, 0.5655866, False
0.5947225, 0.5659057, False
0.5915083, 0.5660071, False
0.5884135, 0.5661218, False
0.5860854, 0.5670092, False
0.5840195, 0.5673705, False
0.5819927, 0.5677538, False
0.580139, 0.5682009, False
0.5779754, 0.5681361, False
0.5758425, 0.568108, False
0.5735977, 0.567793, False
0.5716019, 0.5676837, False
